userID,birthday,gender,itemID,itemName,itemPrice,categoryID,rating,timestamp
643122570,1970-08-31,Male,30,Cam cà rốt,40000,9,5,1365811200
207765802,1997-04-22,Female,9,Mì xào thập cẩm,47000,2,5,1341100800
338171572,1980-11-05,Female,14,Đậu hũ kho nấm rơm,45000,4,1,1367193600
123855960,1978-04-16,Female,14,Đậu hũ kho nấm rơm,45000,4,3,1374451200
511928510,1988-11-03,Female,14,Đậu hũ kho nấm rơm,45000,4,1,1334707200
810900117,1985-07-23,Male,37,Sữa đậu nành,30000,11,5,1397433600
930994175,2013-11-12,Male,37,Sữa đậu nành,30000,11,2,1397433600
137839856,2012-01-13,Male,37,Sữa đậu nành,30000,11,5,1395878400
698452296,1997-08-18,Female,37,Sữa đậu nành,30000,11,5,1395532800
562907692,1976-10-20,Male,37,Sữa đậu nành,30000,11,5,1395446400
855564353,1985-05-18,Male,37,Sữa đậu nành,30000,11,5,1401321600
643122570,1970-08-31,Male,40,Trà vải cam sả,40000,12,5,1405641600
882656534,1983-12-03,Male,40,Trà vải cam sả,40000,12,1,1352073600
891660539,1986-10-18,Male,40,Trà vải cam sả,40000,12,5,1370131200
615754372,1996-06-04,Male,40,Trà vải cam sả,40000,12,1,1290643200
644582950,1978-09-09,Male,40,Trà vải cam sả,40000,12,4,1280016000
964793351,2009-11-21,Male,40,Trà vải cam sả,40000,12,3,1283990400
788609530,1972-02-12,Male,40,Trà vải cam sả,40000,12,2,1290556800
922461459,1997-10-18,Male,40,Trà vải cam sả,40000,12,2,1277078400
492680265,2015-02-26,Male,40,Trà vải cam sả,40000,12,4,1294790400
345721835,1984-07-08,Female,40,Trà vải cam sả,40000,12,5,1293235200
561074065,1990-05-16,Female,40,Trà vải cam sả,40000,12,4,1289001600
122536811,2009-01-17,Female,40,Trà vải cam sả,40000,12,5,1284249600
877703368,2010-10-23,Female,40,Trà vải cam sả,40000,12,1,1307836800
801999495,1989-06-24,Female,40,Trà vải cam sả,40000,12,4,1278547200
191103918,1993-05-21,Male,40,Trà vải cam sả,40000,12,1,1327363200
642723133,1985-10-31,Female,40,Trà vải cam sả,40000,12,4,1398470400
860595871,1981-06-06,Male,40,Trà vải cam sả,40000,12,2,1293580800
329486675,1997-06-12,Male,40,Trà vải cam sả,40000,12,1,1286582400
453684718,1972-07-22,Female,40,Trà vải cam sả,40000,12,5,1390867200
658063966,1975-11-04,Female,40,Trà vải cam sả,40000,12,5,1294790400
657271278,2000-03-23,Female,40,Trà vải cam sả,40000,12,1,1299974400
807555424,2011-07-02,Female,40,Trà vải cam sả,40000,12,1,1296691200
510864011,1993-05-31,Female,40,Trà vải cam sả,40000,12,2,1340496000
950227893,1994-06-15,Male,40,Trà vải cam sả,40000,12,5,1285113600
232716380,2000-03-02,Female,40,Trà vải cam sả,40000,12,1,1317254400
394807237,1980-12-05,Male,40,Trà vải cam sả,40000,12,1,1358035200
960270651,1987-01-17,Male,40,Trà vải cam sả,40000,12,2,1298851200
518636434,2007-08-10,Male,21,Canh khổ qua,52000,5,3,1372550400
738440791,1993-03-03,Female,10,Ngó sen xào nấm,55000,3,5,1379376000
471882799,2013-12-03,Male,10,Ngó sen xào nấm,55000,3,5,1348790400
860595871,1981-06-06,Male,10,Ngó sen xào nấm,55000,3,5,1395705600
199362708,2011-05-23,Male,37,Sữa đậu nành,30000,11,1,1405296000
969842597,1989-12-06,Female,37,Sữa đậu nành,30000,11,5,1404172800
329698436,2002-09-01,Female,37,Sữa đậu nành,30000,11,1,1384300800
256772111,1983-03-07,Male,37,Sữa đậu nành,30000,11,1,1377129600
401647552,1999-05-21,Female,37,Sữa đậu nành,30000,11,1,1374537600
862569824,2011-05-02,Male,37,Sữa đậu nành,30000,11,1,1373932800
781333712,2012-04-04,Male,37,Sữa đậu nành,30000,11,5,1374278400
561703251,1992-01-24,Female,37,Sữa đậu nành,30000,11,1,1374105600
538427941,2014-08-26,Female,40,Trà vải cam sả,40000,12,1,1323216000
383085020,1984-08-10,Female,36,Sữa chua trái cây,35000,11,3,1404432000
838479989,2009-03-29,Female,29,Rau thêm,10000,8,5,1405382400
750241328,1997-04-30,Female,29,Rau thêm,10000,8,4,1388620800
